cluster_id,ox,oy,dx,dy,flow,distance_m,riding_time_s,is_workday,origin_id,destination_id,semantics_origin,semantics_dest,semantics_id_origin,semantics_id_dest,category_origin,category_dest,category_id_origin,category_id_dest
31,114.36690219893853,30.539857769385744,114.3520569082646,30.53436371034608,7,2191.8571428571427,627.7142857142857,非工作日,847.0,426.0,枫园学生4舍,武汉大学信息学部教工宿舍34栋,152.0,225.0,学生宿舍,教工宿舍,4.0,7.0
43,114.35973320309135,30.532901088996447,114.35866347673691,30.53781709057885,7,709.7142857142857,391.57142857142856,非工作日,346.0,689.0,东中区24栋,梅园食堂,15.0,169.0,教工宿舍,食堂,7.0,10.0
131,114.3522600368042,30.52920265195357,114.35842666394103,30.539004768595028,7,1959.142857142857,814.8571428571429,非工作日,174.0,718.0,南二门,武汉大学梅园一舍,60.0,324.0,交通枢纽,学生宿舍,0.0,4.0
116,114.35660708752216,30.538178813590093,114.36513316857524,30.543560333277778,7,1207.4285714285713,466.85714285714283,非工作日,616.0,910.0,武汉大学总图书馆,湖滨食堂,315.0,376.0,教学区域,食堂,6.0,10.0
101,114.36014510963616,30.543678090645212,114.35314229424098,30.536237540428115,7,1868.857142857143,545.7142857142857,非工作日,1090.0,447.0,工学部15舍,牌坊草坪,96.0,379.0,学生宿舍,文娱场地,4.0,8.0
67,114.35375205907782,30.54178876188343,114.35900875334582,30.538538400849923,7,758.2857142857143,336.14285714285717,非工作日,958.0,693.0,桂园6舍,武汉大学梅园四、五舍,163.0,328.0,学生宿舍,学生宿舍,4.0,4.0
17,114.35308503896378,30.529190864426923,114.36000918759345,30.53309788049059,6,1493.1666666666667,427.5,非工作日,176.0,340.0,南二门,武汉市洪山区珞珈街办事处,60.0,347.0,交通枢纽,山体,0.0,5.0
1,114.35525555841423,30.52897594898971,114.36624806821807,30.534871516615922,6,1782.8333333333333,585.8333333333334,非工作日,71.0,470.0,信息学部一教,珞东二门,39.0,382.0,教学区域,交通枢纽,2.0,0.0
25,114.35662854694895,30.53726753612293,114.35244105667066,30.544052467381274,6,1271.6666666666667,442.8333333333333,非工作日,591.0,1139.0,武汉大学总图书馆,工学部学生新4栋,315.0,117.0,教学区域,学生宿舍,6.0,4.0
28,114.35947895238371,30.538075859420335,114.36689498951226,30.539848391051425,6,1147.1666666666667,494.3333333333333,非工作日,691.0,847.0,武汉大学总务后勤部,枫园学生4舍,314.0,152.0,其他,学生宿舍,2.0,4.0
41,114.35193271394343,30.53442880165977,114.36596281788543,30.53986397447353,6,2243.6666666666665,704.8333333333334,非工作日,415.0,840.0,牌坊,枫园一舍,378.0,149.0,交通枢纽,学生宿舍,0.0,4.0
23,114.3668365850869,30.53987914870549,114.3559099026333,30.52743890921764,6,2600.8333333333335,810.3333333333334,非工作日,850.0,44.0,留学生宿舍3号楼,南门,396.0,67.0,学生宿舍,交通枢纽,6.0,0.0
95,114.35223213806741,30.530898313494436,114.35246013665893,30.540398228953027,6,1269.1666666666667,370.3333333333333,非工作日,187.0,798.0,武汉大学信息部学生宿舍15、16舍,电子信息学院,245.0,391.0,学生宿舍,教学区域,4.0,6.0
98,114.3650527114733,30.544603702248057,114.35944626978572,30.53801779885986,6,1305.6666666666667,527.0,非工作日,1183.0,687.0,未知,梅园食堂,-1.0,169.0,其他,食堂,2.0,10.0
102,114.35417680651102,30.531586072365673,114.35243447569627,30.545075798702566,6,1853.3333333333333,583.0,非工作日,253.0,1168.0,信息学部5舍,中区068栋,37.0,21.0,学生宿舍,教工宿舍,4.0,7.0
74,114.35375088034978,30.53103690426534,114.36749080696364,30.540874892567814,6,2187.3333333333335,694.6666666666666,非工作日,188.0,868.0,信息学部4舍,武汉大学经济与管理学院,36.0,335.0,学生宿舍,教学区域,4.0,6.0
75,114.35223973104638,30.529720849257483,114.36405788411254,30.53943865978644,6,2307.5,807.8333333333334,非工作日,178.0,854.0,南二门,枫园14舍,60.0,148.0,交通枢纽,学生宿舍,0.0,4.0
76,114.36403992320213,30.539400538641093,114.36740986287764,30.540838811151655,6,668.0,345.6666666666667,非工作日,854.0,868.0,枫园14舍,武汉大学经济与管理学院,148.0,335.0,学生宿舍,教学区域,4.0,6.0
58,114.35303576310878,30.529244590583996,114.3586719897025,30.54088491134027,6,1881.0,608.0,非工作日,176.0,1036.0,南二门,梅园操场,60.0,168.0,交通枢纽,运动场地,0.0,1.0
55,114.35202376919385,30.534364678771738,114.36079687511126,30.544102112824465,6,2147.5,795.1666666666666,非工作日,426.0,1114.0,武汉大学信息学部教工宿舍34栋,工学部6舍,225.0,106.0,交通枢纽,学生宿舍,0.0,4.0
51,114.34985438943079,30.52926714758884,114.3553369124049,30.527617763349298,6,698.8333333333334,277.8333333333333,非工作日,162.0,48.0,国际软件学院C3宿舍,南门,74.0,67.0,学生宿舍,交通枢纽,6.0,0.0
79,114.35201438816084,30.529321667023776,114.35765911882451,30.545367052979156,6,2771.0,874.0,非工作日,174.0,1020.0,南二门,工学部A教学楼,60.0,110.0,交通枢纽,教学区域,0.0,6.0
83,114.35192716690669,30.529320305200017,114.35665818491753,30.53820094334364,6,1565.8333333333333,498.3333333333333,非工作日,165.0,616.0,南二门,武汉大学总图书馆,60.0,315.0,交通枢纽,教学区域,0.0,6.0
77,114.35209162635088,30.52927456016927,114.35907226580656,30.537461963112985,6,1773.5,574.5,非工作日,174.0,664.0,南二门,梅园食堂,60.0,169.0,交通枢纽,食堂,0.0,10.0
78,114.36501715870712,30.543668728276952,114.35567752614448,30.527338028714016,6,2600.5,808.5,非工作日,910.0,44.0,湖滨食堂,南门,376.0,67.0,食堂,交通枢纽,10.0,0.0
52,114.35665360447912,30.53818386267439,114.35239478086908,30.544068534602392,6,1043.3333333333333,408.1666666666667,非工作日,616.0,1139.0,武汉大学总图书馆,工学部学生新4栋,315.0,117.0,教学区域,学生宿舍,6.0,4.0
68,114.35665193617723,30.538225184788974,114.36597863605412,30.539918105148036,6,1247.3333333333333,445.3333333333333,非工作日,616.0,840.0,武汉大学总图书馆,枫园一舍,315.0,149.0,教学区域,学生宿舍,6.0,4.0
66,114.36508018001325,30.544682475256963,114.35243382640802,30.544096185359837,6,1406.0,415.3333333333333,非工作日,1183.0,1139.0,未知,工学部学生新4栋,-1.0,117.0,其他,学生宿舍,2.0,4.0
70,114.36406606789681,30.539374514440258,114.37162912401463,30.53739744543716,6,821.1666666666666,292.5,非工作日,543.0,102.0,枫园14舍,杨波门,148.0,147.0,学生宿舍,交通枢纽,4.0,0.0
69,114.35222424989315,30.529731536834365,114.35767378952387,30.533574959981873,6,917.0,429.5,非工作日,178.0,296.0,南二门,武汉大学东中区7栋,60.0,192.0,交通枢纽,教工宿舍,0.0,7.0
73,114.35307897682276,30.529990615598866,114.35917124167884,30.538573790438065,6,1456.3333333333333,408.6666666666667,非工作日,180.0,693.0,武汉大学信息部学生宿舍11舍,武汉大学梅园四、五舍,242.0,328.0,学生宿舍,学生宿舍,4.0,4.0
117,114.35395598900509,30.54215625391573,114.35305907654883,30.529134256386712,6,1988.8333333333333,688.1666666666666,非工作日,963.0,176.0,桂园7舍,南二门,164.0,60.0,学生宿舍,交通枢纽,4.0,0.0
154,114.35210659161,30.52945397872631,114.35358683050173,30.54192270605351,6,1695.1666666666667,593.5,非工作日,165.0,824.0,南二门,桂园3舍,60.0,161.0,交通枢纽,学生宿舍,0.0,4.0
143,114.35248450292897,30.544037571136368,114.35199036326804,30.52933631199203,6,1850.6666666666667,664.5,非工作日,1139.0,165.0,工学部学生新4栋,南二门,117.0,60.0,学生宿舍,交通枢纽,4.0,0.0
